district,y,m,rainfall
Baraawe,2014,1,0.49
Baydhaba,2014,1,1.24
Belet Weyne,2014,1,1.02
Belet Xaawo,2014,1,1.23
Berbera,2014,1,4.6
Borama,2014,1,4.16
Bossaso,2014,1,0.44
Bu'aale,2014,1,1.21
Bulo Burto,2014,1,2.15
Burco,2014,1,2.19
Burtinle,2014,1,1.13
Buuhoodle,2014,1,0.98
Buur Hakaba,2014,1,1
Cabudwaaq,2014,1,1.2
Cadaado,2014,1,2.14
Cadale,2014,1,2.31
Caluula,2014,1,1.62
Caynabo,2014,1,2.15
Ceel Afweyn,2014,1,3.32
Ceel Barde,2014,1,0.72
Ceel Buur,2014,1,3.57
Ceel Dheer,2014,1,3.78
Ceel Waaq,2014,1,1.33
Ceerigaabo,2014,1,2.84
Dhuusamarreeb,2014,1,2.4
Diinsoor,2014,1,1.01
Doolow,2014,1,0.92
Eyl,2014,1,2.41
Gaalkacyo,2014,1,0.51
Galdogob,2014,1,0.27
Garbahaarey,2014,1,1.14
Garoowe,2014,1,1.74
Gebiley,2014,1,2.08
Hargeysa,2014,1,2.36
Hobyo,2014,1,0.93
Iskushuban,2014,1,0.58
Jalalaqsi,2014,1,2.7
Jamaame,2014,1,1.14
Jariiban,2014,1,1.01
Jilib,2014,1,1.41
Jowhar,2014,1,2.29
Kismaayo,2014,1,1.62
Kurtunwaarey,2014,1,0.9
Laas Caanood,2014,1,1.05
Laasqoray,2014,1,0.36
Lughaye,2014,1,7.93
Luuq,2014,1,0.83
Marka,2014,1,1.12
Owdweyne,2014,1,2.77
Qandala,2014,1,0.54
Qansax Dheere,2014,1,1.13
Qardho,2014,1,0.2
Qoryooley,2014,1,1.16
Rab Dhuure,2014,1,0.39
Saakow,2014,1,0.89
Sablaale,2014,1,0.88
Sheikh,2014,1,3.19
Taleex,2014,1,0.66
Tayeeglow,2014,1,0.69
Waajid,2014,1,0.65
Wanla Weyn,2014,1,1.86
Xarardheere,2014,1,3.25
Xudun,2014,1,1.52
Xudur,2014,1,0.47
Zeylac,2014,1,8.14
Adan Yabaal,2014,2,1.22
Afgooye,2014,2,0.89
Afmadow,2014,2,5.7
Baardheere,2014,2,3.64
Badhaadhe,2014,2,3.05
Baki,2014,2,3.41
Balcad,2014,2,1.03
Banadir,2014,2,1.27
Bandarbeyla,2014,2,0.35
Baraawe,2014,2,0.42
Baydhaba,2014,2,0.95
Belet Weyne,2014,2,0.84
Belet Xaawo,2014,2,2.68
Berbera,2014,2,1.07
Borama,2014,2,5.94
Bossaso,2014,2,1.11
Bu'aale,2014,2,2.19
Bulo Burto,2014,2,0.98
Burco,2014,2,3.09
Burtinle,2014,2,0.99
Buuhoodle,2014,2,1.74
Buur Hakaba,2014,2,1.34
Cabudwaaq,2014,2,1.94
Cadaado,2014,2,0.82
Cadale,2014,2,1.4
Caluula,2014,2,0.32
Caynabo,2014,2,2.82
Ceel Afweyn,2014,2,3.48
Ceel Barde,2014,2,1.2
Ceel Buur,2014,2,1.11
Ceel Dheer,2014,2,1.26
Ceel Waaq,2014,2,2.74
Ceerigaabo,2014,2,3.89
Dhuusamarreeb,2014,2,0.97
Diinsoor,2014,2,1.63
Doolow,2014,2,1.81
Eyl,2014,2,0.3
Gaalkacyo,2014,2,0.65
Galdogob,2014,2,0.56
Garbahaarey,2014,2,1.12
Garoowe,2014,2,0.58
Gebiley,2014,2,3.47
Hargeysa,2014,2,3.48
Hobyo,2014,2,0.74
Iskushuban,2014,2,0.27
Jalalaqsi,2014,2,1.51
Jamaame,2014,2,2.14
Jariiban,2014,2,0.68
Jilib,2014,2,1.87
Jowhar,2014,2,1.7
Kismaayo,2014,2,2.59
Kurtunwaarey,2014,2,0.74
Laas Caanood,2014,2,0.95
Laasqoray,2014,2,1.79
Lughaye,2014,2,4.21
Luuq,2014,2,1.35
Marka,2014,2,0.29
Owdweyne,2014,2,3.94
Qandala,2014,2,0.93
Qansax Dheere,2014,2,1.23
Qardho,2014,2,0.77
Qoryooley,2014,2,0.59
Rab Dhuure,2014,2,1.7
Saakow,2014,2,3.76
Sablaale,2014,2,0.95
Sheikh,2014,2,4.62
Taleex,2014,2,1.16
Tayeeglow,2014,2,0.56
Waajid,2014,2,0.85
Wanla Weyn,2014,2,1.35
Xarardheere,2014,2,1.73
Xudun,2014,2,0.99
Xudur,2014,2,0.56
Zeylac,2014,2,6.19
Adan Yabaal,2014,3,10.53
Afgooye,2014,3,8.34
Afmadow,2014,3,25.79
Baardheere,2014,3,29.12
Badhaadhe,2014,3,26.46
Baki,2014,3,9.22
Balcad,2014,3,10.49
Banadir,2014,3,5.51
Bandarbeyla,2014,3,2.27
Baraawe,2014,3,14.91
Baydhaba,2014,3,17.16
Belet Weyne,2014,3,5.74
Belet Xaawo,2014,3,19.96
Berbera,2014,3,2.57
Borama,2014,3,26.01
Bossaso,2014,3,3.18
Bu'aale,2014,3,17.99
Bulo Burto,2014,3,8
Burco,2014,3,7.47
Burtinle,2014,3,4.94
Buuhoodle,2014,3,6.71
Buur Hakaba,2014,3,17.28
Cabudwaaq,2014,3,5.12
Cadaado,2014,3,4.56
Cadale,2014,3,12.56
Caluula,2014,3,2.57
Caynabo,2014,3,3.73
Ceel Afweyn,2014,3,3.88
Ceel Barde,2014,3,5.86
Ceel Buur,2014,3,11.56
Ceel Dheer,2014,3,11.47
Ceel Waaq,2014,3,29.01
Ceerigaabo,2014,3,13.45
Dhuusamarreeb,2014,3,9.39
Diinsoor,2014,3,24.42
Doolow,2014,3,10.34
Eyl,2014,3,3.71
Gaalkacyo,2014,3,3.08
Galdogob,2014,3,3.89
Garbahaarey,2014,3,20.69
Garoowe,2014,3,3.42
Gebiley,2014,3,20.81
Hargeysa,2014,3,17.75
Hobyo,2014,3,8.56
Iskushuban,2014,3,2.26
Jalalaqsi,2014,3,9.29
Jamaame,2014,3,5.5
Jariiban,2014,3,6.03
Jilib,2014,3,8.53
Jowhar,2014,3,10.35
Kismaayo,2014,3,13.94
Kurtunwaarey,2014,3,23.58
Laas Caanood,2014,3,2.63
Laasqoray,2014,3,7.58
Lughaye,2014,3,7.35
Luuq,2014,3,17.32
Marka,2014,3,7.05
Owdweyne,2014,3,13.84
Qandala,2014,3,4.1
Qansax Dheere,2014,3,25.32
Qardho,2014,3,4.88
Qoryooley,2014,3,15.27
Rab Dhuure,2014,3,10.07
Saakow,2014,3,25.77
Sablaale,2014,3,20.83
Sheikh,2014,3,8.93
Taleex,2014,3,4.93
Tayeeglow,2014,3,5.52
Waajid,2014,3,13.2
Wanla Weyn,2014,3,6.84
Xarardheere,2014,3,12.27
Xudun,2014,3,1.73
Xudur,2014,3,4.82
Zeylac,2014,3,11.2
Adan Yabaal,2014,4,32.44
Afgooye,2014,4,41.24
Afmadow,2014,4,153
Baardheere,2014,4,162
Badhaadhe,2014,4,98.23
Baki,2014,4,30.09
Balcad,2014,4,33.66
Banadir,2014,4,20.17
Bandarbeyla,2014,4,9.44
Baraawe,2014,4,51.32
Baydhaba,2014,4,92.2
Belet Weyne,2014,4,15.18
Belet Xaawo,2014,4,71.99
Berbera,2014,4,38.19
Borama,2014,4,68.65
Bossaso,2014,4,19.99
Bu'aale,2014,4,148
Bulo Burto,2014,4,28.18
Burco,2014,4,27.41
Burtinle,2014,4,6.98
Buuhoodle,2014,4,12.34
Buur Hakaba,2014,4,73.01
Cabudwaaq,2014,4,15.83
Cadaado,2014,4,16.36
Cadale,2014,4,26.2
Caluula,2014,4,8.07
Caynabo,2014,4,19.1
Ceel Afweyn,2014,4,23.84
Ceel Barde,2014,4,27.71
Ceel Buur,2014,4,14.67
Ceel Dheer,2014,4,29.89
Ceel Waaq,2014,4,140
Ceerigaabo,2014,4,14.04
Dhuusamarreeb,2014,4,12.97
Diinsoor,2014,4,113
Doolow,2014,4,47.53
Eyl,2014,4,10.44
Gaalkacyo,2014,4,11.67
Galdogob,2014,4,16.26
Garbahaarey,2014,4,93.27
Garoowe,2014,4,7.14
Gebiley,2014,4,67.49
Hargeysa,2014,4,64.31
Hobyo,2014,4,13.5
Iskushuban,2014,4,9.48
Jalalaqsi,2014,4,29.58
Jamaame,2014,4,68.1
Jariiban,2014,4,13.16
Jilib,2014,4,82.33
Jowhar,2014,4,30.63
Kismaayo,2014,4,69.78
Kurtunwaarey,2014,4,51.03
Laas Caanood,2014,4,6.81
Laasqoray,2014,4,15.47
Lughaye,2014,4,9.35
Luuq,2014,4,79.65
Marka,2014,4,23.97
Owdweyne,2014,4,33.8
Qandala,2014,4,20.1
Qansax Dheere,2014,4,118
Qardho,2014,4,12.06
Qoryooley,2014,4,43.11
Rab Dhuure,2014,4,94.34
Saakow,2014,4,176
Sablaale,2014,4,98.41
Sheikh,2014,4,81.68
Taleex,2014,4,9.16
Tayeeglow,2014,4,29.08
Waajid,2014,4,99.68
Wanla Weyn,2014,4,44.63
Xarardheere,2014,4,19.67
Xudun,2014,4,8.76
Xudur,2014,4,42.82
Zeylac,2014,4,12.27
Adan Yabaal,2014,5,71.2
Afgooye,2014,5,91.92
Afmadow,2014,5,132
Baardheere,2014,5,83.92
Badhaadhe,2014,5,266
Baki,2014,5,28.17
Balcad,2014,5,79.18
Banadir,2014,5,51.26
Bandarbeyla,2014,5,21.16
Baraawe,2014,5,103
Baydhaba,2014,5,130
Belet Weyne,2014,5,85.9
Belet Xaawo,2014,5,50.97
Berbera,2014,5,49.45
Borama,2014,5,47.27
Bossaso,2014,5,16.76
Bu'aale,2014,5,216
Bulo Burto,2014,5,90.99
Burco,2014,5,54.92
Burtinle,2014,5,67.96
Buuhoodle,2014,5,43.11
Buur Hakaba,2014,5,173
Cabudwaaq,2014,5,73.9
Cadaado,2014,5,44.33
Cadale,2014,5,92.34
Caluula,2014,5,7.66
Caynabo,2014,5,49.75
Ceel Afweyn,2014,5,65.05
Ceel Barde,2014,5,62.05
Ceel Buur,2014,5,70.48
Ceel Dheer,2014,5,75.56
Ceel Waaq,2014,5,35.57
Ceerigaabo,2014,5,48.64
Dhuusamarreeb,2014,5,64.01
Diinsoor,2014,5,167
Doolow,2014,5,34.98
Eyl,2014,5,49.47
Gaalkacyo,2014,5,42.47
Galdogob,2014,5,38.27
Garbahaarey,2014,5,66.96
Garoowe,2014,5,44.4
Gebiley,2014,5,55.68
Hargeysa,2014,5,46.48
Hobyo,2014,5,47.14
Iskushuban,2014,5,8.4
Jalalaqsi,2014,5,94.92
Jamaame,2014,5,152
Jariiban,2014,5,44.78
Jilib,2014,5,203
Jowhar,2014,5,107
Kismaayo,2014,5,210
Kurtunwaarey,2014,5,125
Laas Caanood,2014,5,36.91
Laasqoray,2014,5,26.26
Lughaye,2014,5,9.06
Luuq,2014,5,56.09
Marka,2014,5,45.23
Owdweyne,2014,5,50.72
Qandala,2014,5,12.1
Qansax Dheere,2014,5,101
Qardho,2014,5,31.63
Qoryooley,2014,5,97.29
Rab Dhuure,2014,5,45.92
Saakow,2014,5,148
Sablaale,2014,5,185
Sheikh,2014,5,73.62
Taleex,2014,5,23.39
Tayeeglow,2014,5,108
Waajid,2014,5,71.67
Wanla Weyn,2014,5,160
Xarardheere,2014,5,73.44
Xudun,2014,5,49.85
Xudur,2014,5,80.68
Zeylac,2014,5,11.58
Adan Yabaal,2014,6,7.21
Afgooye,2014,6,30.18
Afmadow,2014,6,37.02
Baardheere,2014,6,11.57
Badhaadhe,2014,6,77.42
Baki,2014,6,2.8
Balcad,2014,6,27.96
Banadir,2014,6,39.19
Bandarbeyla,2014,6,2.94
Baraawe,2014,6,40.25
Baydhaba,2014,6,12.72
Belet Weyne,2014,6,2.79
Belet Xaawo,2014,6,2.7
Berbera,2014,6,4.44
Borama,2014,6,8.3
Bossaso,2014,6,5.95
Bu'aale,2014,6,43.54
Bulo Burto,2014,6,4.33
Burco,2014,6,20.2
Burtinle,2014,6,6.34
Buuhoodle,2014,6,10.43
Buur Hakaba,2014,6,22.43
Cabudwaaq,2014,6,3.06
Cadaado,2014,6,5.55
Cadale,2014,6,16.52
Caluula,2014,6,1.14
Caynabo,2014,6,18.65
Ceel Afweyn,2014,6,16.21
Ceel Barde,2014,6,2.36
Ceel Buur,2014,6,1.57
Ceel Dheer,2014,6,6.07
Ceel Waaq,2014,6,5.76
Ceerigaabo,2014,6,11.47
Dhuusamarreeb,2014,6,1.37
Diinsoor,2014,6,21.14
Doolow,2014,6,1.11
Eyl,2014,6,10.5
Gaalkacyo,2014,6,5.78
Galdogob,2014,6,2.84
Garbahaarey,2014,6,4.89
Garoowe,2014,6,8.07
Gebiley,2014,6,10.73
Hargeysa,2014,6,18.56
Hobyo,2014,6,4.23
Iskushuban,2014,6,1.57
Jalalaqsi,2014,6,7.51
Jamaame,2014,6,112
Jariiban,2014,6,6.52
Jilib,2014,6,56.42
Jowhar,2014,6,9.8
Kismaayo,2014,6,112
Kurtunwaarey,2014,6,34.57
Laas Caanood,2014,6,5.07
Laasqoray,2014,6,4.89
Lughaye,2014,6,0.46
Luuq,2014,6,3.17
Marka,2014,6,26.4
Owdweyne,2014,6,20.13
Qandala,2014,6,4.38
Qansax Dheere,2014,6,9.17
Qardho,2014,6,6.35
Qoryooley,2014,6,28.4
Rab Dhuure,2014,6,2.25
Saakow,2014,6,22.73
Sablaale,2014,6,41.63
Sheikh,2014,6,19.89
Taleex,2014,6,8.2
Tayeeglow,2014,6,5.59
Waajid,2014,6,5.66
Wanla Weyn,2014,6,16.65
Xarardheere,2014,6,3.78
Xudun,2014,6,8.14
Xudur,2014,6,2.11
Zeylac,2014,6,1.49
Adan Yabaal,2014,7,31.12
Afgooye,2014,7,32.63
Afmadow,2014,7,29.09
Baardheere,2014,7,16
Badhaadhe,2014,7,35.04
Baki,2014,7,14.39
Balcad,2014,7,35.75
Banadir,2014,7,57.23
Bandarbeyla,2014,7,0.15
Baraawe,2014,7,41.73
Baydhaba,2014,7,24.9
Belet Weyne,2014,7,8.23
Belet Xaawo,2014,7,5.94
Berbera,2014,7,2.47
Borama,2014,7,45.48
Bossaso,2014,7,0.84
Bu'aale,2014,7,37.96
Bulo Burto,2014,7,16.97
Burco,2014,7,5.49
Burtinle,2014,7,0.11
Buuhoodle,2014,7,3.15
Buur Hakaba,2014,7,27.48
Cabudwaaq,2014,7,3.29
Cadaado,2014,7,1.62
Cadale,2014,7,39.51
Caluula,2014,7,0.3
Caynabo,2014,7,3.75
Ceel Afweyn,2014,7,3.06
Ceel Barde,2014,7,11.65
Ceel Buur,2014,7,6.23
Ceel Dheer,2014,7,24.01
Ceel Waaq,2014,7,11.12
Ceerigaabo,2014,7,2.46
Dhuusamarreeb,2014,7,4.49
Diinsoor,2014,7,22.77
Doolow,2014,7,0.27
Eyl,2014,7,0.05
Gaalkacyo,2014,7,0.56
Galdogob,2014,7,0.37
Garbahaarey,2014,7,7.64
Garoowe,2014,7,0.09
Gebiley,2014,7,34.88
Hargeysa,2014,7,15.77
Hobyo,2014,7,2.85
Iskushuban,2014,7,0.31
Jalalaqsi,2014,7,18.8
Jamaame,2014,7,40.69
Jariiban,2014,7,0.61
Jilib,2014,7,52.32
Jowhar,2014,7,21.59
Kismaayo,2014,7,48.86
Kurtunwaarey,2014,7,38.56
Laas Caanood,2014,7,0.19
Laasqoray,2014,7,1.54
Lughaye,2014,7,2.96
Luuq,2014,7,2.75
Marka,2014,7,38.37
Owdweyne,2014,7,7.1
Qandala,2014,7,1.05
Qansax Dheere,2014,7,15.37
Qardho,2014,7,0.56
Qoryooley,2014,7,35.29
Rab Dhuure,2014,7,1.65
Saakow,2014,7,23.35
Sablaale,2014,7,41.35
Sheikh,2014,7,8.12
Taleex,2014,7,0.71
Tayeeglow,2014,7,35.45
Waajid,2014,7,13.06
Wanla Weyn,2014,7,18.63
Xarardheere,2014,7,17.25
Xudun,2014,7,1.34
Xudur,2014,7,12.9
Zeylac,2014,7,10.11
Adan Yabaal,2014,8,15.72
Afgooye,2014,8,16.73
Afmadow,2014,8,17.96
Baardheere,2014,8,9.26
Badhaadhe,2014,8,23.33
Baki,2014,8,35.26
Balcad,2014,8,20.83
Banadir,2014,8,38.22
Bandarbeyla,2014,8,2.88
Baraawe,2014,8,35.44
Baydhaba,2014,8,15.86
Belet Weyne,2014,8,6.38
Belet Xaawo,2014,8,5.39
Berbera,2014,8,8.42
Borama,2014,8,89.24
Bossaso,2014,8,10.96
Bu'aale,2014,8,21.48
Bulo Burto,2014,8,7.38
Burco,2014,8,11.07
Burtinle,2014,8,0.88
Buuhoodle,2014,8,2.39
Buur Hakaba,2014,8,20.21
Cabudwaaq,2014,8,3.56
Cadaado,2014,8,2.11
Cadale,2014,8,14.78
Caluula,2014,8,5.46
Caynabo,2014,8,5.52
Ceel Afweyn,2014,8,9.24
Ceel Barde,2014,8,11.01
Ceel Buur,2014,8,2.16
Ceel Dheer,2014,8,12.86
Ceel Waaq,2014,8,9.51
Ceerigaabo,2014,8,19.42
Dhuusamarreeb,2014,8,1.81
Diinsoor,2014,8,15.17
Doolow,2014,8,0.21
Eyl,2014,8,0.49
Gaalkacyo,2014,8,0.58
Galdogob,2014,8,0.36
Garbahaarey,2014,8,6.9
Garoowe,2014,8,1.03
Gebiley,2014,8,95.01
Hargeysa,2014,8,63.37
Hobyo,2014,8,1.76
Iskushuban,2014,8,5.04
Jalalaqsi,2014,8,4.74
Jamaame,2014,8,31.94
Jariiban,2014,8,0.11
Jilib,2014,8,29.29
Jowhar,2014,8,4.73
Kismaayo,2014,8,25.19
Kurtunwaarey,2014,8,37.76
Laas Caanood,2014,8,0.57
Laasqoray,2014,8,11.55
Lughaye,2014,8,3.16
Luuq,2014,8,2.3
Marka,2014,8,38.93
Owdweyne,2014,8,32.63
Qandala,2014,8,12.74
Qansax Dheere,2014,8,12.78
Qardho,2014,8,4.07
Qoryooley,2014,8,35.09
Rab Dhuure,2014,8,2.52
Saakow,2014,8,11.06
Sablaale,2014,8,26.89
Sheikh,2014,8,55.23
Taleex,2014,8,2.15
Tayeeglow,2014,8,14.99
Waajid,2014,8,8.17
Wanla Weyn,2014,8,7.16
Xarardheere,2014,8,11.26
Xudun,2014,8,1.72
Xudur,2014,8,8.79
Zeylac,2014,8,10.68
Adan Yabaal,2014,9,1.76
Afgooye,2014,9,5.44
Afmadow,2014,9,15.89
Baardheere,2014,9,7.1
Badhaadhe,2014,9,21.76
Baki,2014,9,32.37
Balcad,2014,9,4.16
Banadir,2014,9,7.63
Bandarbeyla,2014,9,3.6
Baraawe,2014,9,10.05
Baydhaba,2014,9,5.85
Belet Weyne,2014,9,3.3
Belet Xaawo,2014,9,1.87
Berbera,2014,9,14.05
Borama,2014,9,95.61
Bossaso,2014,9,23.59
Bu'aale,2014,9,15.22
Bulo Burto,2014,9,2.94
Burco,2014,9,26.22
Burtinle,2014,9,7.85
Buuhoodle,2014,9,21.8
Buur Hakaba,2014,9,7.69
Cabudwaaq,2014,9,5.96
Cadaado,2014,9,3.61
Cadale,2014,9,2.79
Caluula,2014,9,9.17
Caynabo,2014,9,20.69
Ceel Afweyn,2014,9,45.25
Ceel Barde,2014,9,6.69
Ceel Buur,2014,9,1.86
Ceel Dheer,2014,9,1.52
Ceel Waaq,2014,9,4.53
Ceerigaabo,2014,9,56.63
Dhuusamarreeb,2014,9,2.4
Diinsoor,2014,9,8.36
Doolow,2014,9,1.41
Eyl,2014,9,3.08
Gaalkacyo,2014,9,3.16
Galdogob,2014,9,4.7
Garbahaarey,2014,9,2.26
Garoowe,2014,9,5.55
Gebiley,2014,9,77.31
Hargeysa,2014,9,67.54
Hobyo,2014,9,2.84
Iskushuban,2014,9,6.02
Jalalaqsi,2014,9,2.65
Jamaame,2014,9,16.52
Jariiban,2014,9,2.34
Jilib,2014,9,15.92
Jowhar,2014,9,3.04
Kismaayo,2014,9,17.28
Kurtunwaarey,2014,9,10.28
Laas Caanood,2014,9,14.14
Laasqoray,2014,9,29.08
Lughaye,2014,9,8.95
Luuq,2014,9,2.25
Marka,2014,9,6.37
Owdweyne,2014,9,44.52
Qandala,2014,9,23.97
Qansax Dheere,2014,9,3.2
Qardho,2014,9,7.32
Qoryooley,2014,9,7.44
Rab Dhuure,2014,9,5.11
Saakow,2014,9,11.05
Sablaale,2014,9,12.8
Sheikh,2014,9,50.29
Taleex,2014,9,11.39
Tayeeglow,2014,9,6.75
Waajid,2014,9,7.2
Wanla Weyn,2014,9,4.33
Xarardheere,2014,9,1.63
Xudun,2014,9,10.45
Xudur,2014,9,13.71
Zeylac,2014,9,21.27
Adan Yabaal,2014,10,67.07
Afgooye,2014,10,36.01
Afmadow,2014,10,31.51
Baardheere,2014,10,37.95
Badhaadhe,2014,10,23.95
Baki,2014,10,46.46
Balcad,2014,10,43.4
Banadir,2014,10,22.48
Bandarbeyla,2014,10,27.52
Baraawe,2014,10,14.87
Baydhaba,2014,10,69.97
Belet Weyne,2014,10,57.79
Belet Xaawo,2014,10,23.86
Berbera,2014,10,94.11
Borama,2014,10,27.94
Bossaso,2014,10,27.86
Bu'aale,2014,10,34.52
Bulo Burto,2014,10,69.23
Burco,2014,10,76.77
Burtinle,2014,10,76.45
Buuhoodle,2014,10,113
Buur Hakaba,2014,10,60.7
Cabudwaaq,2014,10,61.43
Cadaado,2014,10,51.29
Cadale,2014,10,53.07
Caluula,2014,10,6.74
Caynabo,2014,10,64.06
Ceel Afweyn,2014,10,55.15
Ceel Barde,2014,10,99.71
Ceel Buur,2014,10,46.03
Ceel Dheer,2014,10,60.32
Ceel Waaq,2014,10,23.26
Ceerigaabo,2014,10,35.49
Dhuusamarreeb,2014,10,41.15
Diinsoor,2014,10,41.01
Doolow,2014,10,36.85
Eyl,2014,10,50.99
Gaalkacyo,2014,10,57.43
Galdogob,2014,10,64.98
Garbahaarey,2014,10,39.35
Garoowe,2014,10,53.44
Gebiley,2014,10,44.66
Hargeysa,2014,10,59.6
Hobyo,2014,10,32.22
Iskushuban,2014,10,8.2
Jalalaqsi,2014,10,84.91
Jamaame,2014,10,10.51
Jariiban,2014,10,42.15
Jilib,2014,10,19.45
Jowhar,2014,10,78.03
Kismaayo,2014,10,21.56
Kurtunwaarey,2014,10,36.73
Laas Caanood,2014,10,72.27
Laasqoray,2014,10,26.63
Lughaye,2014,10,38.31
Luuq,2014,10,51.63
Marka,2014,10,11.22
Owdweyne,2014,10,72.86
Qandala,2014,10,26.88
Qansax Dheere,2014,10,61.87
Qardho,2014,10,28.06
Qoryooley,2014,10,36.98
Rab Dhuure,2014,10,108
Saakow,2014,10,48.46
Sablaale,2014,10,36.71
Sheikh,2014,10,88.64
Taleex,2014,10,35.59
Tayeeglow,2014,10,53.53
Waajid,2014,10,85.21
Wanla Weyn,2014,10,75.26
Xarardheere,2014,10,22.45
Xudun,2014,10,42.4
Xudur,2014,10,102
Zeylac,2014,10,24.13
Adan Yabaal,2014,11,45.76
Afgooye,2014,11,74.52
Afmadow,2014,11,142
Baardheere,2014,11,120
Badhaadhe,2014,11,151
Baki,2014,11,5.58
Balcad,2014,11,57.47
Banadir,2014,11,57.27
Bandarbeyla,2014,11,9.08
Baraawe,2014,11,48.12
Baydhaba,2014,11,57.64
Belet Weyne,2014,11,21.7
Belet Xaawo,2014,11,72.78
Berbera,2014,11,7.38
Borama,2014,11,6.33
Bossaso,2014,11,1.77
Bu'aale,2014,11,95.75
Bulo Burto,2014,11,35.59
Burco,2014,11,6.5
Burtinle,2014,11,4.36
Buuhoodle,2014,11,3.55
Buur Hakaba,2014,11,73.36
Cabudwaaq,2014,11,14.8
Cadaado,2014,11,13.38
Cadale,2014,11,48.52
Caluula,2014,11,8.35
Caynabo,2014,11,5.26
Ceel Afweyn,2014,11,5.1
Ceel Barde,2014,11,14.81
Ceel Buur,2014,11,17.3
Ceel Dheer,2014,11,31.42
Ceel Waaq,2014,11,87.05
Ceerigaabo,2014,11,3.08
Dhuusamarreeb,2014,11,12.11
Diinsoor,2014,11,108
Doolow,2014,11,56.89
Eyl,2014,11,9.41
Gaalkacyo,2014,11,8.88
Galdogob,2014,11,8.91
Garbahaarey,2014,11,64.3
Garoowe,2014,11,2.91
Gebiley,2014,11,4.82
Hargeysa,2014,11,5.62
Hobyo,2014,11,13.27
Iskushuban,2014,11,7.54
Jalalaqsi,2014,11,47.44
Jamaame,2014,11,68.91
Jariiban,2014,11,9.67
Jilib,2014,11,90.3
Jowhar,2014,11,51.87
Kismaayo,2014,11,111
Kurtunwaarey,2014,11,57.21
Laas Caanood,2014,11,3.22
Laasqoray,2014,11,2.26
Lughaye,2014,11,5.35
Luuq,2014,11,45.76
Marka,2014,11,43.12
Owdweyne,2014,11,7.8
Qandala,2014,11,3.02
Qansax Dheere,2014,11,64.01
Qardho,2014,11,2.99
Qoryooley,2014,11,60.11
Rab Dhuure,2014,11,14.6
Saakow,2014,11,116
Sablaale,2014,11,78.15
Sheikh,2014,11,9.75
Taleex,2014,11,3.09
Tayeeglow,2014,11,33.81
Waajid,2014,11,25.64
Wanla Weyn,2014,11,63.65
Xarardheere,2014,11,17.15
Xudun,2014,11,3.79
Xudur,2014,11,13.36
Zeylac,2014,11,7.99
Adan Yabaal,2014,12,8.62
Afgooye,2014,12,9.94
Afmadow,2014,12,11.92
Baardheere,2014,12,11.14
Badhaadhe,2014,12,31.83
Baki,2014,12,6.32
Balcad,2014,12,10.75
Banadir,2014,12,9.74
Bandarbeyla,2014,12,9.01
Baraawe,2014,12,3
Baydhaba,2014,12,3.11
Belet Weyne,2014,12,1.41
Belet Xaawo,2014,12,4.58
Berbera,2014,12,8.23
Borama,2014,12,4.92
Bossaso,2014,12,9.15
Bu'aale,2014,12,7.8
Bulo Burto,2014,12,2.51
Burco,2014,12,2.12
Burtinle,2014,12,0.86
Buuhoodle,2014,12,3.53
Buur Hakaba,2014,12,3.49
Cabudwaaq,2014,12,1
Cadaado,2014,12,0.58
Cadale,2014,12,11.04
Caluula,2014,12,16.5
Caynabo,2014,12,2.06
Ceel Afweyn,2014,12,3.49
Ceel Barde,2014,12,0.74
Ceel Buur,2014,12,3.83
Ceel Dheer,2014,12,6.49
Ceel Waaq,2014,12,11.14
Ceerigaabo,2014,12,2.6
Dhuusamarreeb,2014,12,0.74
Diinsoor,2014,12,5.27
Doolow,2014,12,1.34
Eyl,2014,12,2.02
Gaalkacyo,2014,12,1.26
Galdogob,2014,12,3.07
Garbahaarey,2014,12,5.89
Garoowe,2014,12,0.38
Gebiley,2014,12,2.34
Hargeysa,2014,12,1.67
Hobyo,2014,12,3.17
Iskushuban,2014,12,4.19
Jalalaqsi,2014,12,3.3
Jamaame,2014,12,7
Jariiban,2014,12,2.15
Jilib,2014,12,8.8
Jowhar,2014,12,6.13
Kismaayo,2014,12,26.89
Kurtunwaarey,2014,12,4.72
Laas Caanood,2014,12,1.92
Laasqoray,2014,12,4.52
Lughaye,2014,12,8.4
Luuq,2014,12,2.52
Marka,2014,12,6.28
Owdweyne,2014,12,2.76
Qandala,2014,12,10.1
Qansax Dheere,2014,12,6.17
Qardho,2014,12,2.08
Qoryooley,2014,12,5.74
Rab Dhuure,2014,12,1.3
Saakow,2014,12,7.72
Sablaale,2014,12,5.31
Sheikh,2014,12,8.74
Taleex,2014,12,0.33
Tayeeglow,2014,12,1.28
Waajid,2014,12,1.9
Wanla Weyn,2014,12,4.38
Xarardheere,2014,12,10.95
Xudun,2014,12,1.92
Xudur,2014,12,0.79
Zeylac,2014,12,9.55
Adan Yabaal,2015,1,2.93
Afgooye,2015,1,1.53
Afmadow,2015,1,1.89
Baardheere,2015,1,1.31
Badhaadhe,2015,1,2.75
Baki,2015,1,6.52
Balcad,2015,1,1.77
Banadir,2015,1,0.73
Bandarbeyla,2015,1,1.18
Baraawe,2015,1,0.49
Baydhaba,2015,1,1.26
Belet Weyne,2015,1,1.02
Belet Xaawo,2015,1,1.3
